RLDNR,RBUKRS,GJAHR,BELNR,DOCLN,RYEAR,POPER,BUDAT,BLDAT,BLART,RACCT,RCNTR,PRCTR,DRCRK,RWCUR,HSL,WSL,USNAM,STBLG
0L,1000,2022,0000100548,000002,2022,001,2022-01-31,2022-01-21,SA,170000,,P100004,H,EUR,-1086.03,-1086.03,USER033,
0L,1000,2022,0000100549,000001,2022,001,2022-01-05,2021-12-26,SA,620000,10000012,P100004,S,EUR,25003.94,25003.94,USER032,
0L,1000,2022,0000100549,000002,2022,001,2022-01-05,2021-12-26,SA,170000,,P100004,H,EUR,-25003.94,-25003.94,USER032,
0L,1000,2022,0000100550,000001,2022,001,2022-01-12,2022-01-07,SA,620000,10000012,P100004,S,EUR,54381.53,54381.53,USER002,
0L,1000,2022,0000100550,000002,2022,001,2022-01-12,2022-01-07,SA,170000,,P100004,H,EUR,-54381.53,-54381.53,USER002,
0L,1000,2022,0000100551,000001,2022,001,2022-01-31,2022-01-20,SA,620000,10000012,P100004,S,EUR,14792.09,14792.09,USER018,
0L,1000,2022,0000100551,000002,2022,001,2022-01-31,2022-01-20,SA,170000,,P100004,H,EUR,-14792.09,-14792.09,USER018,
0L,1000,2022,0000100552,000001,2022,001,2022-01-06,2022-01-05,KR,740000,10000012,P100004,S,EUR,34313.93,34313.93,USER025,
0L,1000,2022,0000100552,000002,2022,001,2022-01-06,2022-01-05,KR,160000,,P100004,H,EUR,-34313.93,-34313.93,USER025,
0L,1000,2022,0000100553,000001,2022,001,2022-01-28,2022-01-19,KR,740000,10000012,P100004,S,EUR,43207.34,43207.34,USER009,
0L,1000,2022,0000100553,000002,2022,001,2022-01-28,2022-01-19,KR,160000,,P100004,H,EUR,-43207.34,-43207.34,USER009,
0L,1000,2022,0000100554,000001,2022,001,2022-01-07,2021-12-31,KR,740000,10000012,P100004,S,EUR,15912.91,15912.91,USER032,
0L,1000,2022,0000100554,000002,2022,001,2022-01-07,2021-12-31,KR,160000,,P100004,H,EUR,-15912.91,-15912.91,USER032,
0L,1000,2022,0000100555,000001,2022,001,2022-01-20,2022-01-14,KR,740000,10000012,P100004,S,EUR,13244.33,13244.33,USER023,
0L,1000,2022,0000100555,000002,2022,001,2022-01-20,2022-01-14,KR,160000,,P100004,H,EUR,-13244.33,-13244.33,USER023,
0L,1000,2022,0000100556,000001,2022,001,2022-01-13,2022-01-11,KR,740000,10000012,P100004,S,EUR,12808.29,12808.29,USER038,
0L,1000,2022,0000100556,000002,2022,001,2022-01-13,2022-01-11,KR,160000,,P100004,H,EUR,-12808.29,-12808.29,USER038,
0L,1000,2022,0000100557,000001,2022,001,2022-01-18,2022-01-11,KR,700000,10000012,P100004,S,EUR,7112.32,7112.32,USER023,
0L,1000,2022,0000100557,000002,2022,001,2022-01-18,2022-01-11,KR,160000,,P100004,H,EUR,-7112.32,-7112.32,USER023,
0L,1000,2022,0000100558,000001,2022,001,2022-01-17,2022-01-12,KR,700000,10000012,P100004,S,EUR,8096.74,8096.74,USER033,
0L,1000,2022,0000100558,000002,2022,001,2022-01-17,2022-01-12,KR,160000,,P100004,H,EUR,-8096.74,-8096.74,USER033,
0L,1000,2022,0000100559,000001,2022,001,2022-01-11,2022-01-03,KR,700000,10000012,P100004,S,EUR,8214.03,8214.03,USER008,
0L,1000,2022,0000100559,000002,2022,001,2022-01-11,2022-01-03,KR,160000,,P100004,H,EUR,-8214.03,-8214.03,USER008,
0L,1000,2022,0000100560,000001,2022,001,2022-01-21,2022-01-12,KR,700000,10000012,P100004,S,EUR,2365.39,2365.39,USER007,
0L,1000,2022,0000100560,000002,2022,001,2022-01-21,2022-01-12,KR,160000,,P100004,H,EUR,-2365.39,-2365.39,USER007,
0L,1000,2022,0000100561,000001,2022,001,2022-01-06,2022-01-06,KR,700000,10000012,P100004,S,EUR,133560.41,133560.41,USER017,
0L,1000,2022,0000100561,000002,2022,001,2022-01-06,2022-01-06,KR,160000,,P100004,H,EUR,-133560.41,-133560.41,USER017,
0L,1000,2022,0000100562,000001,2022,001,2022-01-30,2022-01-22,KR,700000,10000012,P100004,S,EUR,166.01,166.01,USER003,
0L,1000,2022,0000100562,000002,2022,001,2022-01-30,2022-01-22,KR,160000,,P100004,H,EUR,-166.01,-166.01,USER003,
0L,1000,2022,0000100563,000001,2022,001,2022-01-19,2022-01-14,KR,700000,10000012,P100004,S,EUR,435.17,435.17,USER032,
0L,1000,2022,0000100563,000002,2022,001,2022-01-19,2022-01-14,KR,160000,,P100004,H,EUR,-435.17,-435.17,USER032,
0L,1000,2022,0000100564,000001,2022,001,2022-01-14,2022-01-12,AF,780000,10000012,P100004,S,EUR,32288.66,32288.66,USER015,
0L,1000,2022,0000100564,000002,2022,001,2022-01-14,2022-01-12,AF,199000,,P100004,H,EUR,-32288.66,-32288.66,USER015,
0L,1000,2022,0000100565,000001,2022,001,2022-01-24,2022-01-20,AF,780000,10000012,P100004,S,EUR,21235.87,21235.87,USER020,
0L,1000,2022,0000100565,000002,2022,001,2022-01-24,2022-01-20,AF,199000,,P100004,H,EUR,-21235.87,-21235.87,USER020,
0L,1000,2022,0000100566,000001,2022,001,2022-01-06,2022-01-01,AF,780000,10000012,P100004,S,EUR,2437.66,2437.66,USER008,
0L,1000,2022,0000100566,000002,2022,001,2022-01-06,2022-01-01,AF,199000,,P100004,H,EUR,-2437.66,-2437.66,USER008,
0L,1000,2022,0000100567,000001,2022,001,2022-01-05,2022-01-03,AF,780000,10000012,P100004,S,EUR,290744.59,290744.59,USER008,
0L,1000,2022,0000100567,000002,2022,001,2022-01-05,2022-01-03,AF,199000,,P100004,H,EUR,-290744.59,-290744.59,USER008,
0L,1000,2022,0000100568,000001,2022,001,2022-01-11,2022-01-11,AF,780000,10000012,P100004,S,EUR,6822.51,6822.51,USER026,
0L,1000,2022,0000100568,000002,2022,001,2022-01-11,2022-01-11,AF,199000,,P100004,H,EUR,-6822.51,-6822.51,USER026,
0L,1000,2022,0000100569,000001,2022,001,2022-01-27,2022-01-22,AF,780000,10000012,P100004,S,EUR,80335.85,80335.85,USER005,
0L,1000,2022,0000100569,000002,2022,001,2022-01-27,2022-01-22,AF,199000,,P100004,H,EUR,-80335.85,-80335.85,USER005,
0L,1000,2022,0000100570,000001,2022,001,2022-01-12,2022-01-09,DR,400000,10000013,P100001,H,EUR,-69364.29,-69364.29,USER004,
0L,1000,2022,0000100570,000002,2022,001,2022-01-12,2022-01-09,DR,140000,,P100001,S,EUR,69364.29,69364.29,USER004,
0L,1000,2022,0000100571,000001,2022,001,2022-01-24,2022-01-13,DR,400000,10000013,P100001,H,EUR,-799960.63,-799960.63,USER015,
0L,1000,2022,0000100571,000002,2022,001,2022-01-24,2022-01-13,DR,140000,,P100001,S,EUR,799960.63,799960.63,USER015,
0L,1000,2022,0000100572,000001,2022,001,2022-01-28,2022-01-18,DR,400000,10000013,P100001,H,EUR,-8962167.69,-8962167.69,USER025,
0L,1000,2022,0000100572,000002,2022,001,2022-01-28,2022-01-18,DR,140000,,P100001,S,EUR,8962167.69,8962167.69,USER025,
0L,1000,2022,0000100573,000001,2022,001,2022-01-31,2022-01-24,DR,400000,10000013,P100001,H,EUR,-4098812.41,-4098812.41,USER031,
0L,1000,2022,0000100573,000002,2022,001,2022-01-31,2022-01-24,DR,140000,,P100001,S,EUR,4098812.41,4098812.41,USER031,
0L,1000,2022,0000100574,000001,2022,001,2022-01-05,2022-01-02,DR,400000,10000013,P100001,H,EUR,-9670234.02,-9670234.02,USER009,
0L,1000,2022,0000100574,000002,2022,001,2022-01-05,2022-01-02,DR,140000,,P100001,S,EUR,9670234.02,9670234.02,USER009,
0L,1000,2022,0000100575,000001,2022,001,2022-01-06,2021-12-26,DR,400000,10000013,P100001,H,EUR,-560922.5,-560922.5,USER027,
0L,1000,2022,0000100575,000002,2022,001,2022-01-06,2021-12-26,DR,140000,,P100001,S,EUR,560922.5,560922.5,USER027,
0L,1000,2022,0000100576,000001,2022,001,2022-01-23,2022-01-20,DR,400000,10000013,P100001,H,EUR,-1398047.86,-1398047.86,USER026,
0L,1000,2022,0000100576,000002,2022,001,2022-01-23,2022-01-20,DR,140000,,P100001,S,EUR,1398047.86,1398047.86,USER026,
0L,1000,2022,0000100577,000001,2022,001,2022-01-12,2022-01-09,DR,410000,10000013,P100001,H,EUR,-449069.77,-449069.77,USER023,
0L,1000,2022,0000100577,000002,2022,001,2022-01-12,2022-01-09,DR,140000,,P100001,S,EUR,449069.77,449069.77,USER023,
0L,1000,2022,0000100578,000001,2022,001,2022-01-24,2022-01-16,DR,410000,10000013,P100001,H,EUR,-770108.44,-770108.44,USER005,
0L,1000,2022,0000100578,000002,2022,001,2022-01-24,2022-01-16,DR,140000,,P100001,S,EUR,770108.44,770108.44,USER005,
0L,1000,2022,0000100579,000001,2022,001,2022-01-30,2022-01-28,DR,410000,10000013,P100001,H,EUR,-449239.28,-449239.28,USER030,
0L,1000,2022,0000100579,000002,2022,001,2022-01-30,2022-01-28,DR,140000,,P100001,S,EUR,449239.28,449239.28,USER030,
0L,1000,2022,0000100580,000001,2022,001,2022-01-05,2021-12-27,DR,410000,10000013,P100001,H,EUR,-208709.88,-208709.88,USER006,
0L,1000,2022,0000100580,000002,2022,001,2022-01-05,2021-12-27,DR,140000,,P100001,S,EUR,208709.88,208709.88,USER006,
0L,1000,2022,0000100581,000001,2022,001,2022-01-31,2022-01-21,DR,410000,10000013,P100001,H,EUR,-1119502.73,-1119502.73,USER034,
0L,1000,2022,0000100581,000002,2022,001,2022-01-31,2022-01-21,DR,140000,,P100001,S,EUR,1119502.73,1119502.73,USER034,
0L,1000,2022,0000100582,000001,2022,001,2022-01-31,2022-01-21,DR,410000,10000013,P100001,H,EUR,-1245588.05,-1245588.05,USER010,
0L,1000,2022,0000100582,000002,2022,001,2022-01-31,2022-01-21,DR,140000,,P100001,S,EUR,1245588.05,1245588.05,USER010,
0L,1000,2022,0000100583,000001,2022,001,2022-01-31,2022-01-23,DR,410000,10000013,P100001,H,EUR,-2122624.13,-2122624.13,USER007,
0L,1000,2022,0000100583,000002,2022,001,2022-01-31,2022-01-23,DR,140000,,P100001,S,EUR,2122624.13,2122624.13,USER007,
0L,1000,2022,0000100584,000001,2022,001,2022-01-30,2022-01-28,DR,410000,10000013,P100001,H,EUR,-2520410.34,-2520410.34,USER003,
0L,1000,2022,0000100584,000002,2022,001,2022-01-30,2022-01-28,DR,140000,,P100001,S,EUR,2520410.34,2520410.34,USER003,
0L,1000,2022,0000100585,000001,2022,001,2022-01-12,2022-01-07,DR,410000,10000013,P100001,H,EUR,-704970.56,-704970.56,USER028,
0L,1000,2022,0000100585,000002,2022,001,2022-01-12,2022-01-07,DR,140000,,P100001,S,EUR,704970.56,704970.56,USER028,
0L,1000,2022,0000100586,000001,2022,001,2022-01-31,2022-01-22,KR,700000,10000013,P100001,S,EUR,16057.69,16057.69,USER005,
0L,1000,2022,0000100586,000002,2022,001,2022-01-31,2022-01-22,KR,160000,,P100001,H,EUR,-16057.69,-16057.69,USER005,
0L,1000,2022,0000100587,000001,2022,001,2022-01-07,2021-12-30,KR,700000,10000013,P100001,S,EUR,338.3,338.3,USER037,
0L,1000,2022,0000100587,000002,2022,001,2022-01-07,2021-12-30,KR,160000,,P100001,H,EUR,-338.3,-338.3,USER037,
0L,1000,2022,0000100588,000001,2022,001,2022-01-29,2022-01-25,KR,700000,10000013,P100001,S,EUR,4092.87,4092.87,USER009,
0L,1000,2022,0000100588,000002,2022,001,2022-01-29,2022-01-25,KR,160000,,P100001,H,EUR,-4092.87,-4092.87,USER009,
0L,1000,2022,0000100589,000001,2022,001,2022-01-31,2022-01-26,KR,700000,10000013,P100001,S,EUR,116315.7,116315.7,USER037,
0L,1000,2022,0000100589,000002,2022,001,2022-01-31,2022-01-26,KR,160000,,P100001,H,EUR,-116315.7,-116315.7,USER037,
0L,1000,2022,0000100590,000001,2022,001,2022-01-31,2022-01-20,KR,700000,10000013,P100001,S,EUR,88038.03,88038.03,USER031,
0L,1000,2022,0000100590,000002,2022,001,2022-01-31,2022-01-20,KR,160000,,P100001,H,EUR,-88038.03,-88038.03,USER031,
0L,1000,2022,0000100591,000001,2022,001,2022-01-27,2022-01-16,KR,710000,10000013,P100001,S,EUR,18541.14,18541.14,USER029,
0L,1000,2022,0000100591,000002,2022,001,2022-01-27,2022-01-16,KR,160000,,P100001,H,EUR,-18541.14,-18541.14,USER029,
0L,1000,2022,0000100592,000001,2022,001,2022-01-17,2022-01-14,KR,710000,10000013,P100001,S,EUR,19188.17,19188.17,USER024,
0L,1000,2022,0000100592,000002,2022,001,2022-01-17,2022-01-14,KR,160000,,P100001,H,EUR,-19188.17,-19188.17,USER024,
0L,1000,2022,0000100593,000001,2022,001,2022-01-20,2022-01-15,KR,710000,10000013,P100001,S,EUR,25971.13,25971.13,USER013,
0L,1000,2022,0000100593,000002,2022,001,2022-01-20,2022-01-15,KR,160000,,P100001,H,EUR,-25971.13,-25971.13,USER013,
0L,1000,2022,0000100594,000001,2022,001,2022-01-27,2022-01-24,KR,710000,10000013,P100001,S,EUR,150895.86,150895.86,USER003,
0L,1000,2022,0000100594,000002,2022,001,2022-01-27,2022-01-24,KR,160000,,P100001,H,EUR,-150895.86,-150895.86,USER003,
0L,1000,2022,0000100595,000001,2022,001,2022-01-04,2021-12-24,KR,710000,10000013,P100001,S,EUR,294001.52,294001.52,USER037,
0L,1000,2022,0000100595,000002,2022,001,2022-01-04,2021-12-24,KR,160000,,P100001,H,EUR,-294001.52,-294001.52,USER037,
0L,1000,2022,0000100596,000001,2022,001,2022-01-18,2022-01-08,KR,710000,10000013,P100001,S,EUR,32635.02,32635.02,USER013,
0L,1000,2022,0000100596,000002,2022,001,2022-01-18,2022-01-08,KR,160000,,P100001,H,EUR,-32635.02,-32635.02,USER013,
0L,1000,2022,0000100597,000001,2022,001,2022-01-05,2021-12-25,KR,710000,10000013,P100001,S,EUR,342957.87,342957.87,USER011,
0L,1000,2022,0000100597,000002,2022,001,2022-01-05,2021-12-25,KR,160000,,P100001,H,EUR,-342957.87,-342957.87,USER011,
0L,1000,2022,0000100598,000001,2022,001,2022-01-07,2022-01-04,SA,600000,10000013,P100001,S,EUR,50666.89,50666.89,USER018,
0L,1000,2022,0000100598,000002,2022,001,2022-01-07,2022-01-04,SA,170000,,P100001,H,EUR,-50666.89,-50666.89,USER018,
0L,1000,2022,0000100599,000001,2022,001,2022-01-20,2022-01-12,SA,600000,10000013,P100001,S,EUR,217.91,217.91,USER011,
0L,1000,2022,0000100599,000002,2022,001,2022-01-20,2022-01-12,SA,170000,,P100001,H,EUR,-217.91,-217.91,USER011,
0L,1000,2022,0000100600,000001,2022,001,2022-01-31,2022-01-31,SA,600000,10000013,P100001,S,EUR,9832.58,9832.58,USER007,
0L,1000,2022,0000100600,000002,2022,001,2022-01-31,2022-01-31,SA,170000,,P100001,H,EUR,-9832.58,-9832.58,USER007,
0L,1000,2022,0000100601,000001,2022,001,2022-01-17,2022-01-09,SA,600000,10000013,P100001,S,EUR,52125.15,52125.15,USER023,
0L,1000,2022,0000100601,000002,2022,001,2022-01-17,2022-01-09,SA,170000,,P100001,H,EUR,-52125.15,-52125.15,USER023,
0L,1000,2022,0000100602,000001,2022,001,2022-01-17,2022-01-06,SA,600000,10000013,P100001,S,EUR,433296.65,433296.65,USER035,
0L,1000,2022,0000100602,000002,2022,001,2022-01-17,2022-01-06,SA,170000,,P100001,H,EUR,-433296.65,-433296.65,USER035,
0L,1000,2022,0000100603,000001,2022,001,2022-01-31,2022-01-23,SA,620000,10000013,P100001,S,EUR,33402.46,33402.46,USER032,
0L,1000,2022,0000100603,000002,2022,001,2022-01-31,2022-01-23,SA,170000,,P100001,H,EUR,-33402.46,-33402.46,USER032,
0L,1000,2022,0000100604,000001,2022,001,2022-01-26,2022-01-18,SA,620000,10000013,P100001,S,EUR,30616.67,30616.67,USER023,
0L,1000,2022,0000100604,000002,2022,001,2022-01-26,2022-01-18,SA,170000,,P100001,H,EUR,-30616.67,-30616.67,USER023,
0L,1000,2022,0000100605,000001,2022,001,2022-01-31,2022-01-21,SA,620000,10000013,P100001,S,EUR,67931.79,67931.79,USER012,
0L,1000,2022,0000100605,000002,2022,001,2022-01-31,2022-01-21,SA,170000,,P100001,H,EUR,-67931.79,-67931.79,USER012,
0L,1000,2022,0000100606,000001,2022,001,2022-01-31,2022-01-22,KR,740000,10000013,P100001,S,EUR,4670.69,4670.69,USER035,
0L,1000,2022,0000100606,000002,2022,001,2022-01-31,2022-01-22,KR,160000,,P100001,H,EUR,-4670.69,-4670.69,USER035,
0L,1000,2022,0000100607,000001,2022,001,2022-01-11,2022-01-05,KR,740000,10000013,P100001,S,EUR,3203.41,3203.41,USER010,
0L,1000,2022,0000100607,000002,2022,001,2022-01-11,2022-01-05,KR,160000,,P100001,H,EUR,-3203.41,-3203.41,USER010,
0L,1000,2022,0000100608,000001,2022,001,2022-01-31,2022-01-30,KR,740000,10000013,P100001,S,EUR,43499.3,43499.3,USER014,
0L,1000,2022,0000100608,000002,2022,001,2022-01-31,2022-01-30,KR,160000,,P100001,H,EUR,-43499.3,-43499.3,USER014,
0L,1000,2022,0000100609,000001,2022,001,2022-01-11,2022-01-08,KR,740000,10000013,P100001,S,EUR,789.88,789.88,USER006,
0L,1000,2022,0000100609,000002,2022,001,2022-01-11,2022-01-08,KR,160000,,P100001,H,EUR,-789.88,-789.88,USER006,
0L,1000,2022,0000100610,000001,2022,001,2022-01-12,2022-01-12,KR,740000,10000013,P100001,S,EUR,12922.77,12922.77,USER037,
0L,1000,2022,0000100610,000002,2022,001,2022-01-12,2022-01-12,KR,160000,,P100001,H,EUR,-12922.77,-12922.77,USER037,
0L,1000,2022,0000100611,000001,2022,001,2022-01-14,2022-01-06,KR,740000,10000013,P100001,S,EUR,7510.31,7510.31,USER028,
0L,1000,2022,0000100611,000002,2022,001,2022-01-14,2022-01-06,KR,160000,,P100001,H,EUR,-7510.31,-7510.31,USER028,
0L,1000,2022,0000100612,000001,2022,001,2022-01-07,2022-01-07,KR,740000,10000013,P100001,S,EUR,33995.45,33995.45,USER032,
0L,1000,2022,0000100612,000002,2022,001,2022-01-07,2022-01-07,KR,160000,,P100001,H,EUR,-33995.45,-33995.45,USER032,
0L,1000,2022,0000100613,000001,2022,001,2022-01-26,2022-01-22,KR,740000,10000013,P100001,S,EUR,2243.53,2243.53,USER030,
0L,1000,2022,0000100613,000002,2022,001,2022-01-26,2022-01-22,KR,160000,,P100001,H,EUR,-2243.53,-2243.53,USER030,
0L,1000,2022,0000100614,000001,2022,001,2022-01-31,2022-01-26,KR,500000,10000014,P100002,S,EUR,1384621.19,1384621.19,USER038,
0L,1000,2022,0000100614,000002,2022,001,2022-01-31,2022-01-26,KR,160000,,P100002,H,EUR,-1384621.19,-1384621.19,USER038,
0L,1000,2022,0000100615,000001,2022,001,2022-01-30,2022-01-20,KR,500000,10000014,P100002,S,EUR,791803.08,791803.08,USER013,
0L,1000,2022,0000100615,000002,2022,001,2022-01-30,2022-01-20,KR,160000,,P100002,H,EUR,-791803.08,-791803.08,USER013,
0L,1000,2022,0000100616,000001,2022,001,2022-01-10,2021-12-30,KR,500000,10000014,P100002,S,EUR,3551822.33,3551822.33,USER037,
0L,1000,2022,0000100616,000002,2022,001,2022-01-10,2021-12-30,KR,160000,,P100002,H,EUR,-3551822.33,-3551822.33,USER037,
0L,1000,2022,0000100617,000001,2022,001,2022-01-14,2022-01-13,KR,500000,10000014,P100002,S,EUR,14726.98,14726.98,USER028,
0L,1000,2022,0000100617,000002,2022,001,2022-01-14,2022-01-13,KR,160000,,P100002,H,EUR,-14726.98,-14726.98,USER028,
0L,1000,2022,0000100618,000001,2022,001,2022-01-13,2022-01-08,KR,500000,10000014,P100002,S,EUR,2316185.29,2316185.29,USER011,
0L,1000,2022,0000100618,000002,2022,001,2022-01-13,2022-01-08,KR,160000,,P100002,H,EUR,-2316185.29,-2316185.29,USER011,
0L,1000,2022,0000100619,000001,2022,001,2022-01-20,2022-01-09,KR,510000,10000014,P100002,S,EUR,23393.47,23393.47,USER005,
0L,1000,2022,0000100619,000002,2022,001,2022-01-20,2022-01-09,KR,160000,,P100002,H,EUR,-23393.47,-23393.47,USER005,
0L,1000,2022,0000100620,000001,2022,001,2022-01-20,2022-01-20,KR,510000,10000014,P100002,S,EUR,259882.78,259882.78,USER004,
0L,1000,2022,0000100620,000002,2022,001,2022-01-20,2022-01-20,KR,160000,,P100002,H,EUR,-259882.78,-259882.78,USER004,
0L,1000,2022,0000100621,000001,2022,001,2022-01-13,2022-01-07,KR,510000,10000014,P100002,S,EUR,51452.63,51452.63,USER033,
0L,1000,2022,0000100621,000002,2022,001,2022-01-13,2022-01-07,KR,160000,,P100002,H,EUR,-51452.63,-51452.63,USER033,
0L,1000,2022,0000100622,000001,2022,001,2022-01-30,2022-01-29,KR,510000,10000014,P100002,S,EUR,173405.52,173405.52,USER024,
0L,1000,2022,0000100622,000002,2022,001,2022-01-30,2022-01-29,KR,160000,,P100002,H,EUR,-173405.52,-173405.52,USER024,
0L,1000,2022,0000100623,000001,2022,001,2022-01-05,2022-01-01,KR,510000,10000014,P100002,S,EUR,258614.09,258614.09,USER014,
0L,1000,2022,0000100623,000002,2022,001,2022-01-05,2022-01-01,KR,160000,,P100002,H,EUR,-258614.09,-258614.09,USER014,
0L,1000,2022,0000100624,000001,2022,001,2022-01-12,2022-01-10,KR,510000,10000014,P100002,S,EUR,311378.6,311378.6,USER035,
0L,1000,2022,0000100624,000002,2022,001,2022-01-12,2022-01-10,KR,160000,,P100002,H,EUR,-311378.6,-311378.6,USER035,
0L,1000,2022,0000100625,000001,2022,001,2022-01-05,2022-01-01,KR,510000,10000014,P100002,S,EUR,11282.94,11282.94,USER028,
0L,1000,2022,0000100625,000002,2022,001,2022-01-05,2022-01-01,KR,160000,,P100002,H,EUR,-11282.94,-11282.94,USER028,
0L,1000,2022,0000100626,000001,2022,001,2022-01-10,2022-01-02,KR,510000,10000014,P100002,S,EUR,25583.24,25583.24,USER003,
0L,1000,2022,0000100626,000002,2022,001,2022-01-10,2022-01-02,KR,160000,,P100002,H,EUR,-25583.24,-25583.24,USER003,
0L,1000,2022,0000100627,000001,2022,001,2022-01-22,2022-01-20,KR,510000,10000014,P100002,S,EUR,161969.51,161969.51,USER035,
0L,1000,2022,0000100627,000002,2022,001,2022-01-22,2022-01-20,KR,160000,,P100002,H,EUR,-161969.51,-161969.51,USER035,
0L,1000,2022,0000100628,000001,2022,001,2022-01-06,2022-01-04,SA,600000,10000014,P100002,S,EUR,223861.88,223861.88,USER038,
0L,1000,2022,0000100628,000002,2022,001,2022-01-06,2022-01-04,SA,170000,,P100002,H,EUR,-223861.88,-223861.88,USER038,
0L,1000,2022,0000100629,000001,2022,001,2022-01-25,2022-01-24,SA,600000,10000014,P100002,S,EUR,145534.91,145534.91,USER037,
0L,1000,2022,0000100629,000002,2022,001,2022-01-25,2022-01-24,SA,170000,,P100002,H,EUR,-145534.91,-145534.91,USER037,
0L,1000,2022,0000100630,000001,2022,001,2022-01-26,2022-01-25,SA,600000,10000014,P100002,S,EUR,105704.21,105704.21,USER004,
0L,1000,2022,0000100630,000002,2022,001,2022-01-26,2022-01-25,SA,170000,,P100002,H,EUR,-105704.21,-105704.21,USER004,
0L,1000,2022,0000100631,000001,2022,001,2022-01-18,2022-01-08,SA,600000,10000014,P100002,S,EUR,26753.71,26753.71,USER037,
0L,1000,2022,0000100631,000002,2022,001,2022-01-18,2022-01-08,SA,170000,,P100002,H,EUR,-26753.71,-26753.71,USER037,
0L,1000,2022,0000100632,000001,2022,001,2022-01-30,2022-01-20,SA,600000,10000014,P100002,S,EUR,93704.5,93704.5,USER031,
0L,1000,2022,0000100632,000002,2022,001,2022-01-30,2022-01-20,SA,170000,,P100002,H,EUR,-93704.5,-93704.5,USER031,
0L,1000,2022,0000100633,000001,2022,001,2022-01-19,2022-01-14,SA,600000,10000014,P100002,S,EUR,185497.09,185497.09,USER005,
0L,1000,2022,0000100633,000002,2022,001,2022-01-19,2022-01-14,SA,170000,,P100002,H,EUR,-185497.09,-185497.09,USER005,
0L,1000,2022,0000100634,000001,2022,001,2022-01-12,2022-01-05,SA,600000,10000014,P100002,S,EUR,114306.11,114306.11,USER021,
0L,1000,2022,0000100634,000002,2022,001,2022-01-12,2022-01-05,SA,170000,,P100002,H,EUR,-114306.11,-114306.11,USER021,
0L,1000,2022,0000100635,000001,2022,001,2022-01-25,2022-01-23,SA,620000,10000014,P100002,S,EUR,38976.75,38976.75,USER003,
0L,1000,2022,0000100635,000002,2022,001,2022-01-25,2022-01-23,SA,170000,,P100002,H,EUR,-38976.75,-38976.75,USER003,
0L,1000,2022,0000100636,000001,2022,001,2022-01-26,2022-01-18,SA,620000,10000014,P100002,S,EUR,8910.38,8910.38,USER038,
0L,1000,2022,0000100636,000002,2022,001,2022-01-26,2022-01-18,SA,170000,,P100002,H,EUR,-8910.38,-8910.38,USER038,
0L,1000,2022,0000100637,000001,2022,001,2022-01-21,2022-01-14,SA,620000,10000014,P100002,S,EUR,18638.46,18638.46,USER003,
0L,1000,2022,0000100637,000002,2022,001,2022-01-21,2022-01-14,SA,170000,,P100002,H,EUR,-18638.46,-18638.46,USER003,
0L,1000,2022,0000100638,000001,2022,001,2022-01-31,2022-01-27,SA,620000,10000014,P100002,S,EUR,70791.9,70791.9,USER036,
0L,1000,2022,0000100638,000002,2022,001,2022-01-31,2022-01-27,SA,170000,,P100002,H,EUR,-70791.9,-70791.9,USER036,
0L,1000,2022,0000100639,000001,2022,001,2022-01-11,2022-01-11,SA,620000,10000014,P100002,S,EUR,20585.38,20585.38,USER024,
0L,1000,2022,0000100639,000002,2022,001,2022-01-11,2022-01-11,SA,170000,,P100002,H,EUR,-20585.38,-20585.38,USER024,
0L,1000,2022,0000100640,000001,2022,001,2022-01-12,2022-01-09,KR,720000,10000014,P100002,S,EUR,11879.33,11879.33,USER019,
0L,1000,2022,0000100640,000002,2022,001,2022-01-12,2022-01-09,KR,160000,,P100002,H,EUR,-11879.33,-11879.33,USER019,
0L,1000,2022,0000100641,000001,2022,001,2022-01-06,2021-12-29,KR,720000,10000014,P100002,S,EUR,13627.83,13627.83,USER026,
0L,1000,2022,0000100641,000002,2022,001,2022-01-06,2021-12-29,KR,160000,,P100002,H,EUR,-13627.83,-13627.83,USER026,
0L,1000,2022,0000100642,000001,2022,001,2022-01-30,2022-01-21,KR,720000,10000014,P100002,S,EUR,48277.07,48277.07,USER002,
0L,1000,2022,0000100642,000002,2022,001,2022-01-30,2022-01-21,KR,160000,,P100002,H,EUR,-48277.07,-48277.07,USER002,
0L,1000,2022,0000100643,000001,2022,001,2022-01-20,2022-01-11,KR,720000,10000014,P100002,S,EUR,2072.11,2072.11,USER002,
0L,1000,2022,0000100643,000002,2022,001,2022-01-20,2022-01-11,KR,160000,,P100002,H,EUR,-2072.11,-2072.11,USER002,
0L,1000,2022,0000100644,000001,2022,001,2022-01-01,2021-12-25,KR,720000,10000014,P100002,S,EUR,73139.33,73139.33,USER014,
0L,1000,2022,0000100644,000002,2022,001,2022-01-01,2021-12-25,KR,160000,,P100002,H,EUR,-73139.33,-73139.33,USER014,
0L,1000,2022,0000100645,000001,2022,001,2022-01-20,2022-01-20,KR,720000,10000014,P100002,S,EUR,112270.02,112270.02,USER027,
0L,1000,2022,0000100645,000002,2022,001,2022-01-20,2022-01-20,KR,160000,,P100002,H,EUR,-112270.02,-112270.02,USER027,
0L,1000,2022,0000100646,000001,2022,001,2022-01-20,2022-01-10,KR,730000,10000014,P100002,S,EUR,67663.83,67663.83,USER038,
