BUKRS,BELNR,GJAHR,MONAT,BUDAT,BLDAT,BLART,WAERS,VERSION,USNAM,STBLG,BUZEI,BSCHL,SHKZG,HKONT,KOSTL,PRCTR,DMBTR,WRBTR
1000,0000100812,2022,2,2022-02-27,2022-02-16,SA,EUR,0,USER020,,1,40,S,620000,10000004,P100004,116122.07,116122.07
1000,0000100812,2022,2,2022-02-27,2022-02-16,SA,EUR,0,USER020,,2,50,H,170000,,P100004,116122.07,116122.07
1000,0000100813,2022,2,2022-02-22,2022-02-12,SA,EUR,0,USER035,,1,40,S,620000,10000004,P100004,33.8,33.8
1000,0000100813,2022,2,2022-02-22,2022-02-12,SA,EUR,0,USER035,,2,50,H,170000,,P100004,33.8,33.8
1000,0000100814,2022,2,2022-02-17,2022-02-11,SA,EUR,0,USER002,,1,40,S,620000,10000004,P100004,144236.8,144236.8
1000,0000100814,2022,2,2022-02-17,2022-02-11,SA,EUR,0,USER002,,2,50,H,170000,,P100004,144236.8,144236.8
1000,0000100815,2022,2,2022-02-28,2022-02-27,KR,EUR,0,USER006,,1,40,S,740000,10000004,P100004,50090.34,50090.34
1000,0000100815,2022,2,2022-02-28,2022-02-27,KR,EUR,0,USER006,,2,50,H,160000,,P100004,50090.34,50090.34
1000,0000100816,2022,2,2022-02-28,2022-02-28,KR,EUR,0,USER022,,1,40,S,740000,10000004,P100004,10058.82,10058.82
1000,0000100816,2022,2,2022-02-28,2022-02-28,KR,EUR,0,USER022,,2,50,H,160000,,P100004,10058.82,10058.82
1000,0000100817,2022,2,2022-02-18,2022-02-09,KR,EUR,0,USER029,,1,40,S,740000,10000004,P100004,12838.1,12838.1
1000,0000100817,2022,2,2022-02-18,2022-02-09,KR,EUR,0,USER029,,2,50,H,160000,,P100004,12838.1,12838.1
1000,0000100818,2022,2,2022-02-17,2022-02-16,KR,EUR,0,USER031,,1,40,S,740000,10000004,P100004,13712.35,13712.35
1000,0000100818,2022,2,2022-02-17,2022-02-16,KR,EUR,0,USER031,,2,50,H,160000,,P100004,13712.35,13712.35
1000,0000100819,2022,2,2022-02-28,2022-02-23,KR,EUR,0,USER009,,1,40,S,740000,10000004,P100004,45104.24,45104.24
1000,0000100819,2022,2,2022-02-28,2022-02-23,KR,EUR,0,USER009,,2,50,H,160000,,P100004,45104.24,45104.24
1000,0000100820,2022,2,2022-02-15,2022-02-07,KR,EUR,0,USER030,,1,40,S,740000,10000004,P100004,19858.79,19858.79
1000,0000100820,2022,2,2022-02-15,2022-02-07,KR,EUR,0,USER030,,2,50,H,160000,,P100004,19858.79,19858.79
1000,0000100821,2022,2,2022-02-07,2022-01-30,KR,EUR,0,USER005,,1,40,S,740000,10000004,P100004,57340.03,57340.03
1000,0000100821,2022,2,2022-02-07,2022-01-30,KR,EUR,0,USER005,,2,50,H,160000,,P100004,57340.03,57340.03
1000,0000100822,2022,2,2022-02-28,2022-02-17,KR,EUR,0,USER022,,1,40,S,740000,10000004,P100004,4692.9,4692.9
1000,0000100822,2022,2,2022-02-28,2022-02-17,KR,EUR,0,USER022,,2,50,H,160000,,P100004,4692.9,4692.9
1000,0000100823,2022,2,2022-02-17,2022-02-17,KR,EUR,0,USER022,,1,40,S,700000,10000004,P100004,35737.23,35737.23
1000,0000100823,2022,2,2022-02-17,2022-02-17,KR,EUR,0,USER022,,2,50,H,160000,,P100004,35737.23,35737.23
1000,0000100824,2022,2,2022-02-20,2022-02-15,KR,EUR,0,USER027,,1,40,S,700000,10000004,P100004,7911.99,7911.99
1000,0000100824,2022,2,2022-02-20,2022-02-15,KR,EUR,0,USER027,,2,50,H,160000,,P100004,7911.99,7911.99
1000,0000100825,2022,2,2022-02-28,2022-02-26,KR,EUR,0,USER030,,1,40,S,700000,10000004,P100004,2589.83,2589.83
1000,0000100825,2022,2,2022-02-28,2022-02-26,KR,EUR,0,USER030,,2,50,H,160000,,P100004,2589.83,2589.83
1000,0000100826,2022,2,2022-02-21,2022-02-12,KR,EUR,0,USER001,,1,40,S,700000,10000004,P100004,23.87,23.87
1000,0000100826,2022,2,2022-02-21,2022-02-12,KR,EUR,0,USER001,,2,50,H,160000,,P100004,23.87,23.87
1000,0000100827,2022,2,2022-02-28,2022-02-22,KR,EUR,0,USER009,,1,40,S,700000,10000004,P100004,9485.11,9485.11
1000,0000100827,2022,2,2022-02-28,2022-02-22,KR,EUR,0,USER009,,2,50,H,160000,,P100004,9485.11,9485.11
1000,0000100828,2022,2,2022-02-24,2022-02-20,KR,EUR,0,USER011,,1,40,S,700000,10000004,P100004,77759.71,77759.71
1000,0000100828,2022,2,2022-02-24,2022-02-20,KR,EUR,0,USER011,,2,50,H,160000,,P100004,77759.71,77759.71
1000,0000100829,2022,2,2022-02-28,2022-02-19,KR,EUR,0,USER029,,1,40,S,700000,10000004,P100004,4085.78,4085.78
1000,0000100829,2022,2,2022-02-28,2022-02-19,KR,EUR,0,USER029,,2,50,H,160000,,P100004,4085.78,4085.78
1000,0000100830,2022,2,2022-02-28,2022-02-22,AF,EUR,0,USER006,,1,40,S,780000,10000004,P100004,235514.52,235514.52
1000,0000100830,2022,2,2022-02-28,2022-02-22,AF,EUR,0,USER006,,2,50,H,199000,,P100004,235514.52,235514.52
1000,0000100831,2022,2,2022-02-11,2022-01-31,AF,EUR,0,USER029,,1,40,S,780000,10000004,P100004,131370.95,131370.95
1000,0000100831,2022,2,2022-02-11,2022-01-31,AF,EUR,0,USER029,,2,50,H,199000,,P100004,131370.95,131370.95
1000,0000100832,2022,2,2022-02-27,2022-02-21,AF,EUR,0,USER029,,1,40,S,780000,10000004,P100004,7764.19,7764.19
1000,0000100832,2022,2,2022-02-27,2022-02-21,AF,EUR,0,USER029,,2,50,H,199000,,P100004,7764.19,7764.19
1000,0000100833,2022,2,2022-02-07,2022-02-03,AF,EUR,0,USER029,,1,40,S,780000,10000004,P100004,4170.56,4170.56
1000,0000100833,2022,2,2022-02-07,2022-02-03,AF,EUR,0,USER029,,2,50,H,199000,,P100004,4170.56,4170.56
1000,0000100834,2022,2,2022-02-28,2022-02-17,AF,EUR,0,USER014,,1,40,S,780000,10000004,P100004,78784.08,78784.08
1000,0000100834,2022,2,2022-02-28,2022-02-17,AF,EUR,0,USER014,,2,50,H,199000,,P100004,78784.08,78784.08
1000,0000100835,2022,2,2022-02-23,2022-02-23,AF,EUR,0,USER029,,1,40,S,780000,10000004,P100004,30133.35,30133.35
1000,0000100835,2022,2,2022-02-23,2022-02-23,AF,EUR,0,USER029,,2,50,H,199000,,P100004,30133.35,30133.35
1000,0000100836,2022,2,2022-02-22,2022-02-13,DR,EUR,0,USER010,,1,50,H,400000,10000005,P100001,12083.16,12083.16
1000,0000100836,2022,2,2022-02-22,2022-02-13,DR,EUR,0,USER010,,2,40,S,140000,,P100001,12083.16,12083.16
1000,0000100837,2022,2,2022-02-16,2022-02-16,DR,EUR,0,USER011,,1,50,H,400000,10000005,P100001,1408883.45,1408883.45
1000,0000100837,2022,2,2022-02-16,2022-02-16,DR,EUR,0,USER011,,2,40,S,140000,,P100001,1408883.45,1408883.45
1000,0000100838,2022,2,2022-02-28,2022-02-17,DR,EUR,0,USER032,,1,50,H,400000,10000005,P100001,2998569.85,2998569.85
1000,0000100838,2022,2,2022-02-28,2022-02-17,DR,EUR,0,USER032,,2,40,S,140000,,P100001,2998569.85,2998569.85
1000,0000100839,2022,2,2022-02-04,2022-01-28,DR,EUR,0,USER036,,1,50,H,400000,10000005,P100001,1549647.7,1549647.7
1000,0000100839,2022,2,2022-02-04,2022-01-28,DR,EUR,0,USER036,,2,40,S,140000,,P100001,1549647.7,1549647.7
1000,0000100840,2022,2,2022-02-02,2022-01-31,DR,EUR,0,USER021,,1,50,H,400000,10000005,P100001,106158.16,106158.16
1000,0000100840,2022,2,2022-02-02,2022-01-31,DR,EUR,0,USER021,,2,40,S,140000,,P100001,106158.16,106158.16
1000,0000100841,2022,2,2022-02-17,2022-02-08,DR,EUR,0,USER001,,1,50,H,400000,10000005,P100001,2798577.35,2798577.35
1000,0000100841,2022,2,2022-02-17,2022-02-08,DR,EUR,0,USER001,,2,40,S,140000,,P100001,2798577.35,2798577.35
1000,0000100842,2022,2,2022-02-18,2022-02-13,DR,EUR,0,USER014,,1,50,H,400000,10000005,P100001,423831.56,423831.56
1000,0000100842,2022,2,2022-02-18,2022-02-13,DR,EUR,0,USER014,,2,40,S,140000,,P100001,423831.56,423831.56
1000,0000100843,2022,2,2022-02-09,2022-02-07,DR,EUR,0,USER009,,1,50,H,400000,10000005,P100001,452865.32,452865.32
1000,0000100843,2022,2,2022-02-09,2022-02-07,DR,EUR,0,USER009,,2,40,S,140000,,P100001,452865.32,452865.32
1000,0000100844,2022,2,2022-02-28,2022-02-17,DR,EUR,0,USER020,,1,50,H,400000,10000005,P100001,3568.67,3568.67
1000,0000100844,2022,2,2022-02-28,2022-02-17,DR,EUR,0,USER020,,2,40,S,140000,,P100001,3568.67,3568.67
1000,0000100845,2022,2,2022-02-07,2022-01-28,DR,EUR,0,USER010,,1,50,H,410000,10000005,P100001,787444.33,787444.33
1000,0000100845,2022,2,2022-02-07,2022-01-28,DR,EUR,0,USER010,,2,40,S,140000,,P100001,787444.33,787444.33
1000,0000100846,2022,2,2022-02-03,2022-01-28,DR,EUR,0,USER037,,1,50,H,410000,10000005,P100001,719458.21,719458.21
1000,0000100846,2022,2,2022-02-03,2022-01-28,DR,EUR,0,USER037,,2,40,S,140000,,P100001,719458.21,719458.21
1000,0000100847,2022,2,2022-02-18,2022-02-11,DR,EUR,0,USER009,,1,50,H,410000,10000005,P100001,714113.87,714113.87
1000,0000100847,2022,2,2022-02-18,2022-02-11,DR,EUR,0,USER009,,2,40,S,140000,,P100001,714113.87,714113.87
1000,0000100848,2022,2,2022-02-21,2022-02-14,DR,EUR,0,USER001,,1,50,H,410000,10000005,P100001,2261722.82,2261722.82
1000,0000100848,2022,2,2022-02-21,2022-02-14,DR,EUR,0,USER001,,2,40,S,140000,,P100001,2261722.82,2261722.82
1000,0000100849,2022,2,2022-02-21,2022-02-16,DR,EUR,0,USER023,,1,50,H,410000,10000005,P100001,745571.0,745571.0
1000,0000100849,2022,2,2022-02-21,2022-02-16,DR,EUR,0,USER023,,2,40,S,140000,,P100001,745571.0,745571.0
1000,0000100850,2022,2,2022-02-06,2022-02-06,DR,EUR,0,USER008,,1,50,H,410000,10000005,P100001,1941536.91,1941536.91
1000,0000100850,2022,2,2022-02-06,2022-02-06,DR,EUR,0,USER008,,2,40,S,140000,,P100001,1941536.91,1941536.91
1000,0000100851,2022,2,2022-02-24,2022-02-13,DR,EUR,0,USER025,,1,50,H,410000,10000005,P100001,306806.43,306806.43
1000,0000100851,2022,2,2022-02-24,2022-02-13,DR,EUR,0,USER025,,2,40,S,140000,,P100001,306806.43,306806.43
1000,0000100852,2022,2,2022-02-05,2022-01-27,KR,EUR,0,USER003,,1,40,S,700000,10000005,P100001,14129.86,14129.86
1000,0000100852,2022,2,2022-02-05,2022-01-27,KR,EUR,0,USER003,,2,50,H,160000,,P100001,14129.86,14129.86
1000,0000100853,2022,2,2022-02-01,2022-01-25,KR,EUR,0,USER005,,1,40,S,700000,10000005,P100001,140061.82,140061.82
1000,0000100853,2022,2,2022-02-01,2022-01-25,KR,EUR,0,USER005,,2,50,H,160000,,P100001,140061.82,140061.82
1000,0000100854,2022,2,2022-02-04,2022-02-03,KR,EUR,0,USER027,,1,40,S,700000,10000005,P100001,17120.28,17120.28
1000,0000100854,2022,2,2022-02-04,2022-02-03,KR,EUR,0,USER027,,2,50,H,160000,,P100001,17120.28,17120.28
1000,0000100855,2022,2,2022-02-18,2022-02-14,KR,EUR,0,USER001,,1,40,S,700000,10000005,P100001,40192.96,40192.96
1000,0000100855,2022,2,2022-02-18,2022-02-14,KR,EUR,0,USER001,,2,50,H,160000,,P100001,40192.96,40192.96
1000,0000100856,2022,2,2022-02-02,2022-01-25,KR,EUR,0,USER038,,1,40,S,700000,10000005,P100001,180891.5,180891.5
1000,0000100856,2022,2,2022-02-02,2022-01-25,KR,EUR,0,USER038,,2,50,H,160000,,P100001,180891.5,180891.5
1000,0000100857,2022,2,2022-02-16,2022-02-15,KR,EUR,0,USER015,,1,40,S,710000,10000005,P100001,723.93,723.93
1000,0000100857,2022,2,2022-02-16,2022-02-15,KR,EUR,0,USER015,,2,50,H,160000,,P100001,723.93,723.93
1000,0000100858,2022,2,2022-02-01,2022-01-23,KR,EUR,0,USER012,,1,40,S,710000,10000005,P100001,87321.19,87321.19
1000,0000100858,2022,2,2022-02-01,2022-01-23,KR,EUR,0,USER012,,2,50,H,160000,,P100001,87321.19,87321.19
1000,0000100859,2022,2,2022-02-02,2022-01-31,KR,EUR,0,USER031,,1,40,S,710000,10000005,P100001,394745.91,394745.91
1000,0000100859,2022,2,2022-02-02,2022-01-31,KR,EUR,0,USER031,,2,50,H,160000,,P100001,394745.91,394745.91
1000,0000100860,2022,2,2022-02-28,2022-02-24,KR,EUR,0,USER031,,1,40,S,710000,10000005,P100001,264330.63,264330.63
1000,0000100860,2022,2,2022-02-28,2022-02-24,KR,EUR,0,USER031,,2,50,H,160000,,P100001,264330.63,264330.63
1000,0000100861,2022,2,2022-02-28,2022-02-27,KR,EUR,0,USER034,,1,40,S,710000,10000005,P100001,51942.46,51942.46
1000,0000100861,2022,2,2022-02-28,2022-02-27,KR,EUR,0,USER034,,2,50,H,160000,,P100001,51942.46,51942.46
1000,0000100862,2022,2,2022-02-22,2022-02-21,KR,EUR,0,USER017,,1,40,S,710000,10000005,P100001,58697.86,58697.86
1000,0000100862,2022,2,2022-02-22,2022-02-21,KR,EUR,0,USER017,,2,50,H,160000,,P100001,58697.86,58697.86
1000,0000100863,2022,2,2022-02-07,2022-01-28,KR,EUR,0,USER017,,1,40,S,710000,10000005,P100001,17325.68,17325.68
1000,0000100863,2022,2,2022-02-07,2022-01-28,KR,EUR,0,USER017,,2,50,H,160000,,P100001,17325.68,17325.68
1000,0000100864,2022,2,2022-02-25,2022-02-16,SA,EUR,0,USER027,,1,40,S,600000,10000005,P100001,85935.44,85935.44
1000,0000100864,2022,2,2022-02-25,2022-02-16,SA,EUR,0,USER027,,2,50,H,170000,,P100001,85935.44,85935.44
1000,0000100865,2022,2,2022-02-16,2022-02-12,SA,EUR,0,USER029,,1,40,S,600000,10000005,P100001,11115.79,11115.79
1000,0000100865,2022,2,2022-02-16,2022-02-12,SA,EUR,0,USER029,,2,50,H,170000,,P100001,11115.79,11115.79
1000,0000100866,2022,2,2022-02-28,2022-02-17,SA,EUR,0,USER029,,1,40,S,600000,10000005,P100001,54454.67,54454.67
1000,0000100866,2022,2,2022-02-28,2022-02-17,SA,EUR,0,USER029,,2,50,H,170000,,P100001,54454.67,54454.67
1000,0000100867,2022,2,2022-02-28,2022-02-17,SA,EUR,0,USER019,,1,40,S,600000,10000005,P100001,73776.67,73776.67
1000,0000100867,2022,2,2022-02-28,2022-02-17,SA,EUR,0,USER019,,2,50,H,170000,,P100001,73776.67,73776.67
1000,0000100868,2022,2,2022-02-04,2022-01-31,SA,EUR,0,USER033,,1,40,S,600000,10000005,P100001,18412.99,18412.99
1000,0000100868,2022,2,2022-02-04,2022-01-31,SA,EUR,0,USER033,,2,50,H,170000,,P100001,18412.99,18412.99
1000,0000100869,2022,2,2022-02-08,2022-02-01,SA,EUR,0,USER024,,1,40,S,600000,10000005,P100001,168222.3,168222.3
1000,0000100869,2022,2,2022-02-08,2022-02-01,SA,EUR,0,USER024,,2,50,H,170000,,P100001,168222.3,168222.3
1000,0000100870,2022,2,2022-02-15,2022-02-08,SA,EUR,0,USER039,,1,40,S,600000,10000005,P100001,47904.16,47904.16
1000,0000100870,2022,2,2022-02-15,2022-02-08,SA,EUR,0,USER039,,2,50,H,170000,,P100001,47904.16,47904.16
1000,0000100871,2022,2,2022-02-04,2022-01-27,SA,EUR,0,USER032,,1,40,S,600000,10000005,P100001,13637.39,13637.39
1000,0000100871,2022,2,2022-02-04,2022-01-27,SA,EUR,0,USER032,,2,50,H,170000,,P100001,13637.39,13637.39
1000,0000100872,2022,2,2022-02-07,2022-02-03,SA,EUR,0,USER029,,1,40,S,620000,10000005,P100001,2666.85,2666.85
1000,0000100872,2022,2,2022-02-07,2022-02-03,SA,EUR,0,USER029,,2,50,H,170000,,P100001,2666.85,2666.85
1000,0000100873,2022,2,2022-02-28,2022-02-27,SA,EUR,0,USER002,,1,40,S,620000,10000005,P100001,19679.13,19679.13
1000,0000100873,2022,2,2022-02-28,2022-02-27,SA,EUR,0,USER002,,2,50,H,170000,,P100001,19679.13,19679.13
1000,0000100874,2022,2,2022-02-17,2022-02-06,SA,EUR,0,USER013,,1,40,S,620000,10000005,P100001,38639.49,38639.49
1000,0000100874,2022,2,2022-02-17,2022-02-06,SA,EUR,0,USER013,,2,50,H,170000,,P100001,38639.49,38639.49
1000,0000100875,2022,2,2022-02-02,2022-02-02,SA,EUR,0,USER027,,1,40,S,620000,10000005,P100001,33170.04,33170.04
1000,0000100875,2022,2,2022-02-02,2022-02-02,SA,EUR,0,USER027,,2,50,H,170000,,P100001,33170.04,33170.04
1000,0000100876,2022,2,2022-02-27,2022-02-23,SA,EUR,0,USER009,,1,40,S,620000,10000005,P100001,4540.88,4540.88
1000,0000100876,2022,2,2022-02-27,2022-02-23,SA,EUR,0,USER009,,2,50,H,170000,,P100001,4540.88,4540.88
1000,0000100877,2022,2,2022-02-27,2022-02-22,SA,EUR,0,USER018,,1,40,S,620000,10000005,P100001,42092.62,42092.62
1000,0000100877,2022,2,2022-02-27,2022-02-22,SA,EUR,0,USER018,,2,50,H,170000,,P100001,42092.62,42092.62
1000,0000100878,2022,2,2022-02-16,2022-02-09,SA,EUR,0,USER037,,1,40,S,620000,10000005,P100001,70866.36,70866.36
1000,0000100878,2022,2,2022-02-16,2022-02-09,SA,EUR,0,USER037,,2,50,H,170000,,P100001,70866.36,70866.36
1000,0000100879,2022,2,2022-02-08,2022-01-30,KR,EUR,0,USER033,,1,40,S,740000,10000005,P100001,14859.1,14859.1
1000,0000100879,2022,2,2022-02-08,2022-01-30,KR,EUR,0,USER033,,2,50,H,160000,,P100001,14859.1,14859.1
1000,0000100880,2022,2,2022-02-28,2022-02-25,KR,EUR,0,USER034,,1,40,S,740000,10000005,P100001,108954.1,108954.1
1000,0000100880,2022,2,2022-02-28,2022-02-25,KR,EUR,0,USER034,,2,50,H,160000,,P100001,108954.1,108954.1
1000,0000100881,2022,2,2022-02-09,2022-02-02,KR,EUR,0,USER013,,1,40,S,740000,10000005,P100001,26347.66,26347.66
1000,0000100881,2022,2,2022-02-09,2022-02-02,KR,EUR,0,USER013,,2,50,H,160000,,P100001,26347.66,26347.66
1000,0000100882,2022,2,2022-02-28,2022-02-25,KR,EUR,0,USER001,,1,40,S,740000,10000005,P100001,5746.45,5746.45
1000,0000100882,2022,2,2022-02-28,2022-02-25,KR,EUR,0,USER001,,2,50,H,160000,,P100001,5746.45,5746.45
1000,0000100883,2022,2,2022-02-01,2022-01-21,KR,EUR,0,USER010,,1,40,S,740000,10000005,P100001,3180.39,3180.39
1000,0000100883,2022,2,2022-02-01,2022-01-21,KR,EUR,0,USER010,,2,50,H,160000,,P100001,3180.39,3180.39
1000,0000100884,2022,2,2022-02-18,2022-02-09,KR,EUR,0,USER005,,1,40,S,740000,10000005,P100001,4389.26,4389.26
1000,0000100884,2022,2,2022-02-18,2022-02-09,KR,EUR,0,USER005,,2,50,H,160000,,P100001,4389.26,4389.26
1000,0000100885,2022,2,2022-02-24,2022-02-24,KR,EUR,0,USER027,,1,40,S,740000,10000005,P100001,16793.12,16793.12
1000,0000100885,2022,2,2022-02-24,2022-02-24,KR,EUR,0,USER027,,2,50,H,160000,,P100001,16793.12,16793.12
1000,0000100886,2022,2,2022-02-28,2022-02-25,KR,EUR,0,USER023,,1,40,S,740000,10000005,P100001,158042.55,158042.55
1000,0000100886,2022,2,2022-02-28,2022-02-25,KR,EUR,0,USER023,,2,50,H,160000,,P100001,158042.55,158042.55
1000,0000100887,2022,2,2022-02-28,2022-02-18,KR,EUR,0,USER009,,1,40,S,500000,10000006,P100002,12789.88,12789.88
1000,0000100887,2022,2,2022-02-28,2022-02-18,KR,EUR,0,USER009,,2,50,H,160000,,P100002,12789.88,12789.88
1000,0000100888,2022,2,2022-02-28,2022-02-27,KR,EUR,0,USER008,,1,40,S,500000,10000006,P100002,54435.13,54435.13
1000,0000100888,2022,2,2022-02-28,2022-02-27,KR,EUR,0,USER008,,2,50,H,160000,,P100002,54435.13,54435.13
1000,0000100889,2022,2,2022-02-28,2022-02-19,KR,EUR,0,USER006,,1,40,S,500000,10000006,P100002,134509.82,134509.82
1000,0000100889,2022,2,2022-02-28,2022-02-19,KR,EUR,0,USER006,,2,50,H,160000,,P100002,134509.82,134509.82
1000,0000100890,2022,2,2022-02-05,2022-02-03,KR,EUR,0,USER026,,1,40,S,500000,10000006,P100002,1333574.69,1333574.69
1000,0000100890,2022,2,2022-02-05,2022-02-03,KR,EUR,0,USER026,,2,50,H,160000,,P100002,1333574.69,1333574.69
1000,0000100891,2022,2,2022-02-17,2022-02-07,KR,EUR,0,USER031,,1,40,S,500000,10000006,P100002,211602.51,211602.51
1000,0000100891,2022,2,2022-02-17,2022-02-07,KR,EUR,0,USER031,,2,50,H,160000,,P100002,211602.51,211602.51
1000,0000100892,2022,2,2022-02-04,2022-02-02,KR,EUR,0,USER016,,1,40,S,500000,10000006,P100002,35606.63,35606.63
1000,0000100892,2022,2,2022-02-04,2022-02-02,KR,EUR,0,USER016,,2,50,H,160000,,P100002,35606.63,35606.63
1000,0000100893,2022,2,2022-02-27,2022-02-21,KR,EUR,0,USER014,,1,40,S,500000,10000006,P100002,813077.51,813077.51
1000,0000100893,2022,2,2022-02-27,2022-02-21,KR,EUR,0,USER014,,2,50,H,160000,,P100002,813077.51,813077.51
1000,0000100894,2022,2,2022-02-15,2022-02-08,KR,EUR,0,USER012,,1,40,S,500000,10000006,P100002,1780116.94,1780116.94
1000,0000100894,2022,2,2022-02-15,2022-02-08,KR,EUR,0,USER012,,2,50,H,160000,,P100002,1780116.94,1780116.94
1000,0000100895,2022,2,2022-02-24,2022-02-18,KR,EUR,0,USER025,,1,40,S,500000,10000006,P100002,5223880.03,5223880.03
1000,0000100895,2022,2,2022-02-24,2022-02-18,KR,EUR,0,USER025,,2,50,H,160000,,P100002,5223880.03,5223880.03
1000,0000100896,2022,2,2022-02-01,2022-01-30,KR,EUR,0,USER002,,1,40,S,500000,10000006,P100002,135196.9,135196.9
1000,0000100896,2022,2,2022-02-01,2022-01-30,KR,EUR,0,USER002,,2,50,H,160000,,P100002,135196.9,135196.9
1000,0000100897,2022,2,2022-02-22,2022-02-22,KR,EUR,0,USER026,,1,40,S,510000,10000006,P100002,1011054.75,1011054.75
1000,0000100897,2022,2,2022-02-22,2022-02-22,KR,EUR,0,USER026,,2,50,H,160000,,P100002,1011054.75,1011054.75
1000,0000100898,2022,2,2022-02-20,2022-02-14,KR,EUR,0,USER006,,1,40,S,510000,10000006,P100002,2759068.2,2759068.2
1000,0000100898,2022,2,2022-02-20,2022-02-14,KR,EUR,0,USER006,,2,50,H,160000,,P100002,2759068.2,2759068.2
1000,0000100899,2022,2,2022-02-10,2022-02-10,KR,EUR,0,USER021,,1,40,S,510000,10000006,P100002,308472.4,308472.4
1000,0000100899,2022,2,2022-02-10,2022-02-10,KR,EUR,0,USER021,,2,50,H,160000,,P100002,308472.4,308472.4
1000,0000100900,2022,2,2022-02-28,2022-02-26,SA,EUR,0,USER020,,1,40,S,600000,10000006,P100002,27847.04,27847.04
1000,0000100900,2022,2,2022-02-28,2022-02-26,SA,EUR,0,USER020,,2,50,H,170000,,P100002,27847.04,27847.04
1000,0000100901,2022,2,2022-02-22,2022-02-11,SA,EUR,0,USER038,,1,40,S,600000,10000006,P100002,40659.46,40659.46
1000,0000100901,2022,2,2022-02-22,2022-02-11,SA,EUR,0,USER038,,2,50,H,170000,,P100002,40659.46,40659.46
1000,0000100902,2022,2,2022-02-09,2022-01-30,SA,EUR,0,USER030,,1,40,S,600000,10000006,P100002,166441.19,166441.19
1000,0000100902,2022,2,2022-02-09,2022-01-30,SA,EUR,0,USER030,,2,50,H,170000,,P100002,166441.19,166441.19
1000,0000100903,2022,2,2022-02-02,2022-01-28,SA,EUR,0,USER031,,1,40,S,600000,10000006,P100002,306255.89,306255.89
1000,0000100903,2022,2,2022-02-02,2022-01-28,SA,EUR,0,USER031,,2,50,H,170000,,P100002,306255.89,306255.89
1000,0000100904,2022,2,2022-02-03,2022-01-31,SA,EUR,0,USER026,,1,40,S,600000,10000006,P100002,267578.42,267578.42
1000,0000100904,2022,2,2022-02-03,2022-01-31,SA,EUR,0,USER026,,2,50,H,170000,,P100002,267578.42,267578.42
1000,0000100905,2022,2,2022-02-24,2022-02-13,SA,EUR,0,USER009,,1,40,S,620000,10000006,P100002,3648.02,3648.02
1000,0000100905,2022,2,2022-02-24,2022-02-13,SA,EUR,0,USER009,,2,50,H,170000,,P100002,3648.02,3648.02
1000,0000100906,2022,2,2022-02-07,2022-02-02,SA,EUR,0,USER014,,1,40,S,620000,10000006,P100002,66705.19,66705.19
1000,0000100906,2022,2,2022-02-07,2022-02-02,SA,EUR,0,USER014,,2,50,H,170000,,P100002,66705.19,66705.19
1000,0000100907,2022,2,2022-02-13,2022-02-05,SA,EUR,0,USER033,,1,40,S,620000,10000006,P100002,101866.11,101866.11
1000,0000100907,2022,2,2022-02-13,2022-02-05,SA,EUR,0,USER033,,2,50,H,170000,,P100002,101866.11,101866.11
1000,0000100908,2022,2,2022-02-10,2022-01-31,SA,EUR,0,USER004,,1,40,S,620000,10000006,P100002,30890.43,30890.43
1000,0000100908,2022,2,2022-02-10,2022-01-31,SA,EUR,0,USER004,,2,50,H,170000,,P100002,30890.43,30890.43
1000,0000100909,2022,2,2022-02-17,2022-02-11,SA,EUR,0,USER005,,1,40,S,620000,10000006,P100002,14433.51,14433.51
1000,0000100909,2022,2,2022-02-17,2022-02-11,SA,EUR,0,USER005,,2,50,H,170000,,P100002,14433.51,14433.51
1000,0000100910,2022,2,2022-02-28,2022-02-25,SA,EUR,0,USER019,,1,40,S,620000,10000006,P100002,584.15,584.15
1000,0000100910,2022,2,2022-02-28,2022-02-25,SA,EUR,0,USER019,,2,50,H,170000,,P100002,584.15,584.15
1000,0000100911,2022,2,2022-02-28,2022-02-21,SA,EUR,0,USER031,,1,40,S,620000,10000006,P100002,84497.39,84497.39
1000,0000100911,2022,2,2022-02-28,2022-02-21,SA,EUR,0,USER031,,2,50,H,170000,,P100002,84497.39,84497.39
1000,0000100912,2022,2,2022-02-08,2022-01-29,KR,EUR,0,USER034,,1,40,S,720000,10000006,P100002,65846.61,65846.61
1000,0000100912,2022,2,2022-02-08,2022-01-29,KR,EUR,0,USER034,,2,50,H,160000,,P100002,65846.61,65846.61
1000,0000100913,2022,2,2022-02-15,2022-02-11,KR,EUR,0,USER028,,1,40,S,720000,10000006,P100002,7462.35,7462.35
1000,0000100913,2022,2,2022-02-15,2022-02-11,KR,EUR,0,USER028,,2,50,H,160000,,P100002,7462.35,7462.35
1000,0000100914,2022,2,2022-02-03,2022-01-26,KR,EUR,0,USER006,,1,40,S,720000,10000006,P100002,61167.68,61167.68
1000,0000100914,2022,2,2022-02-03,2022-01-26,KR,EUR,0,USER006,,2,50,H,160000,,P100002,61167.68,61167.68
1000,0000100915,2022,2,2022-02-28,2022-02-22,KR,EUR,0,USER022,,1,40,S,720000,10000006,P100002,49729.97,49729.97
1000,0000100915,2022,2,2022-02-28,2022-02-22,KR,EUR,0,USER022,,2,50,H,160000,,P100002,49729.97,49729.97
