BUKRS,GJAHR,MONAT,VERSION,VERSION_TXT,KOSTL,PRCTR,HKONT,CATEGORY,WAERS,DMBTR
1000,2024,2,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3126222.29
1000,2024,2,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,3126222.29
1000,2024,3,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3134503.02
1000,2024,3,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,3134503.02
1000,2024,4,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,2772297.65
1000,2024,4,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2725249.83
1000,2024,5,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,2360832.52
1000,2024,5,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2540090.53
1000,2024,6,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,2913265.93
1000,2024,6,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2788685.56
1000,2024,7,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,2584918.3
1000,2024,7,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2615091.5
1000,2024,8,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,2765895.83
1000,2024,8,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2696531.39
1000,2024,9,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,2947138.48
1000,2024,9,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2778090.58
1000,2024,10,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3037693.32
1000,2024,10,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2789110.19
1000,2024,11,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3625946.48
1000,2024,11,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,3053824.12
1000,2024,12,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3372358.96
1000,2024,12,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2939709.73
1000,2025,1,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3306008.73
1000,2025,1,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,3306008.73
1000,2025,2,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3473712.44
1000,2025,2,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,3473712.44
1000,2025,3,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3610170.73
1000,2025,3,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,3610170.73
1000,2025,4,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3619239.72
1000,2025,4,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2985547.73
1000,2025,5,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3014559.85
1000,2025,5,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2713441.79
1000,2025,6,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3161467.11
1000,2025,6,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2779550.05
1000,2025,7,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3835440.65
1000,2025,7,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2999770.65
1000,2025,8,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3548012.92
1000,2025,8,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2870428.17
1000,2025,9,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3490113.52
1000,2025,9,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2844373.44
1000,2025,10,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3088927.26
1000,2025,10,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2847184.71
1000,2025,11,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3131384.25
1000,2025,11,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2866290.35
1000,2025,12,1,Budget,10000010,P100002,600000,PERSONNEL,EUR,3048601.77
1000,2025,12,2,Rolling Forecast,10000010,P100002,600000,PERSONNEL,EUR,2829038.24
1000,2022,1,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,236067.12
1000,2022,1,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,236067.12
1000,2022,2,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,238495.08
1000,2022,2,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,238495.08
1000,2022,3,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,239346.03
1000,2022,3,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,239346.03
1000,2022,4,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,248604.74
1000,2022,4,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,250536.78
1000,2022,5,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,219902.21
1000,2022,5,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,237620.65
1000,2022,6,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,260135.45
1000,2022,6,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,255725.6
1000,2022,7,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,264060.92
1000,2022,7,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,259619.26
1000,2022,8,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,277086.91
1000,2022,8,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,265480.95
1000,2022,9,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,205755.9
1000,2022,9,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,233382.0
1000,2022,10,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,287206.7
1000,2022,10,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,268943.81
1000,2022,11,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,220874.38
1000,2022,11,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,239094.26
1000,2022,12,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,218752.19
1000,2022,12,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,238139.27
1000,2023,1,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,242182.0
1000,2023,1,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,242182.0
1000,2023,2,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,321102.18
1000,2023,2,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,321102.18
1000,2023,3,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,286195.99
1000,2023,3,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,286195.99
1000,2023,4,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,266869.81
1000,2023,4,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,238187.9
1000,2023,5,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,252339.54
1000,2023,5,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,231649.28
1000,2023,6,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,233509.92
1000,2023,6,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,223175.95
1000,2023,7,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,232657.81
1000,2023,7,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,216176.39
1000,2023,8,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,254306.26
1000,2023,8,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,225918.19
1000,2023,9,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,274742.34
1000,2023,9,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,235114.43
1000,2023,10,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,235052.21
1000,2023,10,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,216285.9
1000,2023,11,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,251110.2
1000,2023,11,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,223512.0
1000,2023,12,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,256173.2
1000,2023,12,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,225790.35
1000,2024,1,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,185423.96
1000,2024,1,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,185423.96
1000,2024,2,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,204023.85
1000,2024,2,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,204023.85
1000,2024,3,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,239048.55
1000,2024,3,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,239048.55
1000,2024,4,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,207996.54
1000,2024,4,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,216824.43
1000,2024,5,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,205220.4
1000,2024,5,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,215575.16
1000,2024,6,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,197595.95
1000,2024,6,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,212144.16
1000,2024,7,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,244367.74
1000,2024,7,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,222779.0
1000,2024,8,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,229074.37
1000,2024,8,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,215896.98
1000,2024,9,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,223858.8
1000,2024,9,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,213549.98
1000,2024,10,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,209045.84
1000,2024,10,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,208535.41
1000,2024,11,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,180285.99
1000,2024,11,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,195593.48
1000,2024,12,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,181841.36
1000,2024,12,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,196293.4
1000,2025,1,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,192770.91
1000,2025,1,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,192770.91
1000,2025,2,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,216994.63
1000,2025,2,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,216994.63
1000,2025,3,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,235110.67
1000,2025,3,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,235110.67
1000,2025,4,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,214394.34
1000,2025,4,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,198597.49
1000,2025,5,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,195058.18
1000,2025,5,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,189896.22
1000,2025,6,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,230811.86
1000,2025,6,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,205985.38
1000,2025,7,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,222577.25
1000,2025,7,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,203363.65
1000,2025,8,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,237740.83
1000,2025,8,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,210187.26
1000,2025,9,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,209209.88
1000,2025,9,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,197348.34
1000,2025,10,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,189991.59
1000,2025,10,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,190851.56
1000,2025,11,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,220930.88
1000,2025,11,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,204774.24
1000,2025,12,1,Budget,10000010,P100002,620000,PERSONNEL,EUR,215045.71
1000,2025,12,2,Rolling Forecast,10000010,P100002,620000,PERSONNEL,EUR,202125.92
1000,2022,1,1,Budget,10000010,P100002,720000,OPEX,EUR,235234.16
1000,2022,1,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,235234.16
1000,2022,2,1,Budget,10000010,P100002,720000,OPEX,EUR,243348.05
1000,2022,2,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,243348.05
1000,2022,3,1,Budget,10000010,P100002,720000,OPEX,EUR,255153.57
1000,2022,3,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,255153.57
1000,2022,4,1,Budget,10000010,P100002,720000,OPEX,EUR,244953.58
1000,2022,4,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,251733.76
1000,2022,5,1,Budget,10000010,P100002,720000,OPEX,EUR,236707.24
1000,2022,5,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,248022.9
1000,2022,6,1,Budget,10000010,P100002,720000,OPEX,EUR,226590.97
1000,2022,6,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,243470.58
1000,2022,7,1,Budget,10000010,P100002,720000,OPEX,EUR,227159.21
1000,2022,7,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,243112.72
1000,2022,8,1,Budget,10000010,P100002,720000,OPEX,EUR,259792.53
1000,2022,8,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,257797.71
1000,2022,9,1,Budget,10000010,P100002,720000,OPEX,EUR,232019.13
1000,2022,9,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,245299.68
1000,2022,10,1,Budget,10000010,P100002,720000,OPEX,EUR,281413.52
1000,2022,10,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,263509.99
1000,2022,11,1,Budget,10000010,P100002,720000,OPEX,EUR,244153.33
1000,2022,11,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,246742.91
1000,2022,12,1,Budget,10000010,P100002,720000,OPEX,EUR,269320.82
1000,2022,12,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,258068.28
1000,2023,1,1,Budget,10000010,P100002,720000,OPEX,EUR,261276.74
1000,2023,1,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,261276.74
1000,2023,2,1,Budget,10000010,P100002,720000,OPEX,EUR,252823.28
1000,2023,2,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,252823.28
1000,2023,3,1,Budget,10000010,P100002,720000,OPEX,EUR,248641.27
1000,2023,3,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,248641.27
1000,2023,4,1,Budget,10000010,P100002,720000,OPEX,EUR,227900.24
1000,2023,4,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,244545.72
1000,2023,5,1,Budget,10000010,P100002,720000,OPEX,EUR,229767.56
1000,2023,5,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,245386.01
1000,2023,6,1,Budget,10000010,P100002,720000,OPEX,EUR,243985.55
1000,2023,6,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,251784.11
1000,2023,7,1,Budget,10000010,P100002,720000,OPEX,EUR,270992.5
1000,2023,7,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,263255.8
1000,2023,8,1,Budget,10000010,P100002,720000,OPEX,EUR,304311.8
1000,2023,8,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,278249.48
1000,2023,9,1,Budget,10000010,P100002,720000,OPEX,EUR,309849.27
1000,2023,9,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,280741.34
1000,2023,10,1,Budget,10000010,P100002,720000,OPEX,EUR,272369.68
1000,2023,10,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,266284.08
1000,2023,11,1,Budget,10000010,P100002,720000,OPEX,EUR,243105.46
1000,2023,11,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,253115.18
1000,2023,12,1,Budget,10000010,P100002,720000,OPEX,EUR,257503.16
1000,2023,12,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,259594.14
1000,2024,1,1,Budget,10000010,P100002,720000,OPEX,EUR,310556.53
1000,2024,1,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,310556.53
1000,2024,2,1,Budget,10000010,P100002,720000,OPEX,EUR,303863.72
1000,2024,2,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,303863.72
1000,2024,3,1,Budget,10000010,P100002,720000,OPEX,EUR,317717.61
1000,2024,3,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,317717.61
1000,2024,4,1,Budget,10000010,P100002,720000,OPEX,EUR,334128.34
1000,2024,4,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,301408.66
1000,2024,5,1,Budget,10000010,P100002,720000,OPEX,EUR,329889.6
1000,2024,5,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,299501.23
1000,2024,6,1,Budget,10000010,P100002,720000,OPEX,EUR,281198.64
1000,2024,6,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,277590.3
1000,2024,7,1,Budget,10000010,P100002,720000,OPEX,EUR,288709.27
1000,2024,7,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,284729.64
1000,2024,8,1,Budget,10000010,P100002,720000,OPEX,EUR,320969.56
1000,2024,8,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,299246.77
1000,2024,9,1,Budget,10000010,P100002,720000,OPEX,EUR,299091.22
1000,2024,9,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,289401.51
1000,2024,10,1,Budget,10000010,P100002,720000,OPEX,EUR,275755.33
1000,2024,10,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,281427.87
1000,2024,11,1,Budget,10000010,P100002,720000,OPEX,EUR,317604.69
1000,2024,11,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,300260.08
1000,2024,12,1,Budget,10000010,P100002,720000,OPEX,EUR,283880.81
1000,2024,12,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,285084.33
1000,2025,1,1,Budget,10000010,P100002,720000,OPEX,EUR,299864.51
1000,2025,1,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,299864.51
1000,2025,2,1,Budget,10000010,P100002,720000,OPEX,EUR,315514.11
1000,2025,2,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,315514.11
1000,2025,3,1,Budget,10000010,P100002,720000,OPEX,EUR,320034.36
1000,2025,3,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,320034.36
1000,2025,4,1,Budget,10000010,P100002,720000,OPEX,EUR,448543.22
1000,2025,4,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,410953.18
1000,2025,5,1,Budget,10000010,P100002,720000,OPEX,EUR,332739.62
1000,2025,5,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,358841.56
1000,2025,6,1,Budget,10000010,P100002,720000,OPEX,EUR,274417.56
1000,2025,6,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,332596.64
1000,2025,7,1,Budget,10000010,P100002,720000,OPEX,EUR,313338.29
1000,2025,7,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,326670.85
1000,2025,8,1,Budget,10000010,P100002,720000,OPEX,EUR,301473.81
1000,2025,8,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,321331.83
1000,2025,9,1,Budget,10000010,P100002,720000,OPEX,EUR,293941.51
1000,2025,9,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,317942.3
1000,2025,10,1,Budget,10000010,P100002,720000,OPEX,EUR,304863.97
1000,2025,10,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,315904.87
1000,2025,11,1,Budget,10000010,P100002,720000,OPEX,EUR,341370.77
1000,2025,11,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,332332.93
1000,2025,12,1,Budget,10000010,P100002,720000,OPEX,EUR,289109.96
1000,2025,12,2,Rolling Forecast,10000010,P100002,720000,OPEX,EUR,308815.57
1000,2022,1,1,Budget,10000010,P100002,730000,OPEX,EUR,235732.22
1000,2022,1,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,235732.22
1000,2022,2,1,Budget,10000010,P100002,730000,OPEX,EUR,222782.53
1000,2022,2,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,222782.53
1000,2022,3,1,Budget,10000010,P100002,730000,OPEX,EUR,229725.73
1000,2022,3,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,229725.73
1000,2022,4,1,Budget,10000010,P100002,730000,OPEX,EUR,167937.18
1000,2022,4,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,158671.64
1000,2022,5,1,Budget,10000010,P100002,730000,OPEX,EUR,141905.31
1000,2022,5,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,138209.94
1000,2022,6,1,Budget,10000010,P100002,730000,OPEX,EUR,145892.7
1000,2022,6,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,135630.59
1000,2022,7,1,Budget,10000010,P100002,730000,OPEX,EUR,168395.61
1000,2022,7,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,154162.56
1000,2022,8,1,Budget,10000010,P100002,730000,OPEX,EUR,170878.32
1000,2022,8,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,155279.79
1000,2022,9,1,Budget,10000010,P100002,730000,OPEX,EUR,195162.67
1000,2022,9,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,170818.6
1000,2022,10,1,Budget,10000010,P100002,730000,OPEX,EUR,198741.96
1000,2022,10,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,187032.11
1000,2022,11,1,Budget,10000010,P100002,730000,OPEX,EUR,223540.5
1000,2022,11,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,212134.06
1000,2022,12,1,Budget,10000010,P100002,730000,OPEX,EUR,244594.28
1000,2022,12,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,230903.33
1000,2023,1,1,Budget,10000010,P100002,730000,OPEX,EUR,195279.25
1000,2023,1,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,195279.25
1000,2023,2,1,Budget,10000010,P100002,730000,OPEX,EUR,202027.55
1000,2023,2,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,202027.55
1000,2023,3,1,Budget,10000010,P100002,730000,OPEX,EUR,192339.67
1000,2023,3,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,192339.67
1000,2023,4,1,Budget,10000010,P100002,730000,OPEX,EUR,185764.54
1000,2023,4,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,175766.77
1000,2023,5,1,Budget,10000010,P100002,730000,OPEX,EUR,142181.74
1000,2023,5,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,146452.11
1000,2023,6,1,Budget,10000010,P100002,730000,OPEX,EUR,135190.16
1000,2023,6,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,138454.71
1000,2023,7,1,Budget,10000010,P100002,730000,OPEX,EUR,151807.31
1000,2023,7,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,146185.0
1000,2023,8,1,Budget,10000010,P100002,730000,OPEX,EUR,163632.04
1000,2023,8,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,151506.12
1000,2023,9,1,Budget,10000010,P100002,730000,OPEX,EUR,177300.39
1000,2023,9,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,162237.57
1000,2023,10,1,Budget,10000010,P100002,730000,OPEX,EUR,179384.09
1000,2023,10,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,180611.38
1000,2023,11,1,Budget,10000010,P100002,730000,OPEX,EUR,206850.87
1000,2023,11,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,207241.21
1000,2023,12,1,Budget,10000010,P100002,730000,OPEX,EUR,239590.21
1000,2023,12,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,231487.11
1000,2024,1,1,Budget,10000010,P100002,730000,OPEX,EUR,289054.74
1000,2024,1,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,289054.74
1000,2024,2,1,Budget,10000010,P100002,730000,OPEX,EUR,348867.34
1000,2024,2,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,348867.34
1000,2024,3,1,Budget,10000010,P100002,730000,OPEX,EUR,229756.27
1000,2024,3,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,229756.27
1000,2024,4,1,Budget,10000010,P100002,730000,OPEX,EUR,225786.75
1000,2024,4,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,231165.22
1000,2024,5,1,Budget,10000010,P100002,730000,OPEX,EUR,202705.19
1000,2024,5,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,207140.5
1000,2024,6,1,Budget,10000010,P100002,730000,OPEX,EUR,179801.46
1000,2024,6,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,190014.81
1000,2024,7,1,Budget,10000010,P100002,730000,OPEX,EUR,192361.02
1000,2024,7,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,194687.73
1000,2024,8,1,Budget,10000010,P100002,730000,OPEX,EUR,189073.46
1000,2024,8,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,193208.33
1000,2024,9,1,Budget,10000010,P100002,730000,OPEX,EUR,200242.54
1000,2024,9,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,204594.73
1000,2024,10,1,Budget,10000010,P100002,730000,OPEX,EUR,218830.1
1000,2024,10,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,240712.32
1000,2024,11,1,Budget,10000010,P100002,730000,OPEX,EUR,291187.57
1000,2024,11,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,293593.0
1000,2024,12,1,Budget,10000010,P100002,730000,OPEX,EUR,290707.33
1000,2024,12,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,306923.45
1000,2025,1,1,Budget,10000010,P100002,730000,OPEX,EUR,358020.58
1000,2025,1,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,358020.58
1000,2025,2,1,Budget,10000010,P100002,730000,OPEX,EUR,319443.11
1000,2025,2,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,319443.11
1000,2025,3,1,Budget,10000010,P100002,730000,OPEX,EUR,288856.12
1000,2025,3,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,288856.12
1000,2025,4,1,Budget,10000010,P100002,730000,OPEX,EUR,261465.58
1000,2025,4,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,251695.08
1000,2025,5,1,Budget,10000010,P100002,730000,OPEX,EUR,251416.12
1000,2025,5,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,233063.82
1000,2025,6,1,Budget,10000010,P100002,730000,OPEX,EUR,209939.46
1000,2025,6,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,207344.82
1000,2025,7,1,Budget,10000010,P100002,730000,OPEX,EUR,292254.34
1000,2025,7,2,Rolling Forecast,10000010,P100002,730000,OPEX,EUR,255054.85
